gauntlet: agent@engine vs agent@checkpoints/repfix2 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=3000 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   125s      mean=0.500 LLR=+0.00 [CONTINUE]
1046 games  +332 =430 -284   +16 Elo +/- 16   3fold=322 (31%)   11203s      mean=0.523 LLR=+1.41 [CONTINUE]
1047 games  +332 =431 -284   +16 Elo +/- 16   3fold=323 (31%)   11213s      mean=0.523 LLR=+1.41 [CONTINUE]
1048 games  +332 =432 -284   +16 Elo +/- 16   3fold=324 (31%)   11226s      mean=0.523 LLR=+1.41 [CONTINUE]
1049 games  +333 =432 -284   +16 Elo +/- 16   3fold=324 (31%)   11231s      mean=0.523 LLR=+1.45 [CONTINUE]
1050 games  +334 =432 -284   +17 Elo +/- 16   3fold=324 (31%)   11239s      mean=0.524 LLR=+1.49 [CONTINUE]
1051 games  +334 =432 -285   +16 Elo +/- 16   3fold=324 (31%)   11257s      mean=0.523 LLR=+1.45 [CONTINUE]
1052 games  +334 =433 -285   +16 Elo +/- 16   3fold=325 (31%)   11270s      mean=0.523 LLR=+1.45 [CONTINUE]
1053 games  +334 =434 -285   +16 Elo +/- 16   3fold=325 (31%)   11276s      mean=0.523 LLR=+1.45 [CONTINUE]
1054 games  +334 =435 -285   +16 Elo +/- 16   3fold=326 (31%)   11289s      mean=0.523 LLR=+1.45 [CONTINUE]
1055 games  +335 =435 -285   +16 Elo +/- 16   3fold=326 (31%)   11299s      mean=0.524 LLR=+1.49 [CONTINUE]
1056 games  +335 =436 -285   +16 Elo +/- 16   3fold=327 (31%)   11300s      mean=0.524 LLR=+1.49 [CONTINUE]
1057 games  +335 =436 -286   +16 Elo +/- 16   3fold=327 (31%)   11320s      mean=0.523 LLR=+1.45 [CONTINUE]
1058 games  +335 =437 -286   +16 Elo +/- 16   3fold=328 (31%)   11326s      mean=0.523 LLR=+1.45 [CONTINUE]
1059 games  +336 =437 -286   +16 Elo +/- 16   3fold=328 (31%)   11329s      mean=0.524 LLR=+1.49 [CONTINUE]
1060 games  +336 =438 -286   +16 Elo +/- 16   3fold=329 (31%)   11353s      mean=0.524 LLR=+1.49 [CONTINUE]
1061 games  +336 =439 -286   +16 Elo +/- 16   3fold=329 (31%)   11360s      mean=0.524 LLR=+1.49 [CONTINUE]
1062 games  +336 =440 -286   +16 Elo +/- 16   3fold=330 (31%)   11383s      mean=0.524 LLR=+1.49 [CONTINUE]
1063 games  +336 =440 -287   +16 Elo +/- 16   3fold=330 (31%)   11385s      mean=0.523 LLR=+1.45 [CONTINUE]
1064 games  +336 =441 -287   +16 Elo +/- 16   3fold=331 (31%)   11390s      mean=0.523 LLR=+1.45 [CONTINUE]
1065 games  +336 =442 -287   +16 Elo +/- 16   3fold=332 (31%)   11410s      mean=0.523 LLR=+1.45 [CONTINUE]
1066 games  +336 =442 -288   +16 Elo +/- 16   3fold=332 (31%)   11414s      mean=0.523 LLR=+1.41 [CONTINUE]
1067 games  +336 =443 -288   +16 Elo +/- 16   3fold=333 (31%)   11420s      mean=0.522 LLR=+1.41 [CONTINUE]
1068 games  +337 =443 -288   +16 Elo +/- 16   3fold=333 (31%)   11433s      mean=0.523 LLR=+1.45 [CONTINUE]
1069 games  +338 =443 -288   +16 Elo +/- 16   3fold=333 (31%)   11446s      mean=0.523 LLR=+1.49 [CONTINUE]
1070 games  +338 =444 -288   +16 Elo +/- 16   3fold=333 (31%)   11459s      mean=0.523 LLR=+1.49 [CONTINUE]
1071 games  +338 =445 -288   +16 Elo +/- 16   3fold=334 (31%)   11464s      mean=0.523 LLR=+1.49 [CONTINUE]
1072 games  +339 =445 -288   +17 Elo +/- 16   3fold=334 (31%)   11476s      mean=0.524 LLR=+1.53 [CONTINUE]
1073 games  +339 =445 -289   +16 Elo +/- 16   3fold=334 (31%)   11491s      mean=0.523 LLR=+1.49 [CONTINUE]
1074 games  +340 =445 -289   +17 Elo +/- 16   3fold=334 (31%)   11491s      mean=0.524 LLR=+1.52 [CONTINUE]
1075 games  +340 =445 -290   +16 Elo +/- 16   3fold=334 (31%)   11512s      mean=0.523 LLR=+1.48 [CONTINUE]
1076 games  +340 =445 -291   +16 Elo +/- 16   3fold=334 (31%)   11524s      mean=0.523 LLR=+1.44 [CONTINUE]
1077 games  +340 =445 -292   +15 Elo +/- 16   3fold=334 (31%)   11525s      mean=0.522 LLR=+1.40 [CONTINUE]
1078 games  +340 =446 -292   +15 Elo +/- 16   3fold=334 (31%)   11544s      mean=0.522 LLR=+1.40 [CONTINUE]
1079 games  +340 =447 -292   +15 Elo +/- 16   3fold=335 (31%)   11546s      mean=0.522 LLR=+1.40 [CONTINUE]
1080 games  +340 =448 -292   +15 Elo +/- 16   3fold=336 (31%)   11557s      mean=0.522 LLR=+1.40 [CONTINUE]
1081 games  +340 =448 -293   +15 Elo +/- 16   3fold=336 (31%)   11576s      mean=0.522 LLR=+1.36 [CONTINUE]
1082 games  +340 =449 -293   +15 Elo +/- 16   3fold=337 (31%)   11582s      mean=0.522 LLR=+1.36 [CONTINUE]
1083 games  +340 =450 -293   +15 Elo +/- 16   3fold=337 (31%)   11585s      mean=0.522 LLR=+1.36 [CONTINUE]
1084 games  +340 =451 -293   +15 Elo +/- 16   3fold=338 (31%)   11614s      mean=0.522 LLR=+1.37 [CONTINUE]
1085 games  +340 =452 -293   +15 Elo +/- 16   3fold=339 (31%)   11616s      mean=0.522 LLR=+1.37 [CONTINUE]
1086 games  +341 =452 -293   +15 Elo +/- 16   3fold=339 (31%)   11618s      mean=0.522 LLR=+1.40 [CONTINUE]
1087 games  +341 =453 -293   +15 Elo +/- 16   3fold=340 (31%)   11643s      mean=0.522 LLR=+1.41 [CONTINUE]
1088 games  +341 =454 -293   +15 Elo +/- 16   3fold=341 (31%)   11645s      mean=0.522 LLR=+1.41 [CONTINUE]
1089 games  +342 =454 -293   +16 Elo +/- 16   3fold=341 (31%)   11647s      mean=0.522 LLR=+1.44 [CONTINUE]
1090 games  +343 =454 -293   +16 Elo +/- 16   3fold=341 (31%)   11671s      mean=0.523 LLR=+1.48 [CONTINUE]
1091 games  +343 =454 -294   +16 Elo +/- 16   3fold=341 (31%)   11676s      mean=0.522 LLR=+1.44 [CONTINUE]
1092 games  +343 =454 -295   +15 Elo +/- 16   3fold=341 (31%)   11683s      mean=0.522 LLR=+1.40 [CONTINUE]
1093 games  +343 =455 -295   +15 Elo +/- 16   3fold=342 (31%)   11697s      mean=0.522 LLR=+1.40 [CONTINUE]
1094 games  +344 =455 -295   +16 Elo +/- 16   3fold=342 (31%)   11707s      mean=0.522 LLR=+1.44 [CONTINUE]
1095 games  +344 =456 -295   +16 Elo +/- 16   3fold=342 (31%)   11713s      mean=0.522 LLR=+1.44 [CONTINUE]
1096 games  +344 =457 -295   +16 Elo +/- 16   3fold=343 (31%)   11720s      mean=0.522 LLR=+1.44 [CONTINUE]
1097 games  +345 =457 -295   +16 Elo +/- 16   3fold=343 (31%)   11740s      mean=0.523 LLR=+1.48 [CONTINUE]
1098 games  +345 =457 -296   +16 Elo +/- 16   3fold=343 (31%)   11747s      mean=0.522 LLR=+1.44 [CONTINUE]
1099 games  +346 =457 -296   +16 Elo +/- 16   3fold=343 (31%)   11752s      mean=0.523 LLR=+1.48 [CONTINUE]
1100 games  +347 =457 -296   +16 Elo +/- 16   3fold=343 (31%)   11766s      mean=0.523 LLR=+1.52 [CONTINUE]
1101 games  +347 =458 -296   +16 Elo +/- 16   3fold=344 (31%)   11779s      mean=0.523 LLR=+1.52 [CONTINUE]
1102 games  +347 =458 -297   +16 Elo +/- 16   3fold=344 (31%)   11782s      mean=0.523 LLR=+1.48 [CONTINUE]
1103 games  +347 =458 -298   +15 Elo +/- 16   3fold=344 (31%)   11795s      mean=0.522 LLR=+1.43 [CONTINUE]
1104 games  +348 =458 -298   +16 Elo +/- 16   3fold=344 (31%)   11809s      mean=0.523 LLR=+1.47 [CONTINUE]
1105 games  +348 =459 -298   +16 Elo +/- 16   3fold=345 (31%)   11821s      mean=0.523 LLR=+1.47 [CONTINUE]
1106 games  +349 =459 -298   +16 Elo +/- 16   3fold=345 (31%)   11826s      mean=0.523 LLR=+1.51 [CONTINUE]
1107 games  +349 =459 -299   +16 Elo +/- 16   3fold=345 (31%)   11843s      mean=0.523 LLR=+1.47 [CONTINUE]
1108 games  +350 =459 -299   +16 Elo +/- 16   3fold=345 (31%)   11852s      mean=0.523 LLR=+1.51 [CONTINUE]
1109 games  +350 =459 -300   +16 Elo +/- 16   3fold=345 (31%)   11857s      mean=0.523 LLR=+1.47 [CONTINUE]
1110 games  +351 =459 -300   +16 Elo +/- 16   3fold=345 (31%)   11877s      mean=0.523 LLR=+1.51 [CONTINUE]
1111 games  +352 =459 -300   +16 Elo +/- 16   3fold=345 (31%)   11883s      mean=0.523 LLR=+1.54 [CONTINUE]
1112 games  +352 =460 -300   +16 Elo +/- 16   3fold=346 (31%)   11889s      mean=0.523 LLR=+1.54 [CONTINUE]
1113 games  +353 =460 -300   +17 Elo +/- 16   3fold=346 (31%)   11908s      mean=0.524 LLR=+1.58 [CONTINUE]
1114 games  +353 =461 -300   +17 Elo +/- 16   3fold=347 (31%)   11909s      mean=0.524 LLR=+1.58 [CONTINUE]
1115 games  +353 =462 -300   +17 Elo +/- 16   3fold=348 (31%)   11922s      mean=0.524 LLR=+1.59 [CONTINUE]
1116 games  +353 =463 -300   +17 Elo +/- 16   3fold=349 (31%)   11940s      mean=0.524 LLR=+1.59 [CONTINUE]
1117 games  +354 =463 -300   +17 Elo +/- 16   3fold=349 (31%)   11944s      mean=0.524 LLR=+1.62 [CONTINUE]
1118 games  +354 =464 -300   +17 Elo +/- 16   3fold=350 (31%)   11950s      mean=0.524 LLR=+1.63 [CONTINUE]
1119 games  +354 =464 -301   +16 Elo +/- 16   3fold=350 (31%)   11969s      mean=0.524 LLR=+1.58 [CONTINUE]
1120 games  +354 =465 -301   +16 Elo +/- 16   3fold=351 (31%)   11975s      mean=0.524 LLR=+1.58 [CONTINUE]
1121 games  +354 =466 -301   +16 Elo +/- 16   3fold=352 (31%)   11979s      mean=0.524 LLR=+1.59 [CONTINUE]
1122 games  +355 =466 -301   +17 Elo +/- 16   3fold=352 (31%)   12000s      mean=0.524 LLR=+1.62 [CONTINUE]
1123 games  +355 =467 -301   +17 Elo +/- 16   3fold=353 (31%)   12009s      mean=0.524 LLR=+1.63 [CONTINUE]
1124 games  +355 =468 -301   +17 Elo +/- 16   3fold=354 (31%)   12013s      mean=0.524 LLR=+1.63 [CONTINUE]
1125 games  +355 =469 -301   +17 Elo +/- 16   3fold=355 (32%)   12039s      mean=0.524 LLR=+1.63 [CONTINUE]
1126 games  +355 =470 -301   +17 Elo +/- 16   3fold=356 (32%)   12041s      mean=0.524 LLR=+1.63 [CONTINUE]
1127 games  +356 =470 -301   +17 Elo +/- 16   3fold=356 (32%)   12041s      mean=0.524 LLR=+1.67 [CONTINUE]
1128 games  +356 =470 -302   +17 Elo +/- 16   3fold=356 (32%)   12066s      mean=0.524 LLR=+1.63 [CONTINUE]
1129 games  +356 =471 -302   +17 Elo +/- 15   3fold=357 (32%)   12074s      mean=0.524 LLR=+1.63 [CONTINUE]
1130 games  +356 =472 -302   +17 Elo +/- 15   3fold=358 (32%)   12075s      mean=0.524 LLR=+1.63 [CONTINUE]
1131 games  +356 =472 -303   +16 Elo +/- 15   3fold=358 (32%)   12097s      mean=0.523 LLR=+1.59 [CONTINUE]
1132 games  +357 =472 -303   +17 Elo +/- 15   3fold=358 (32%)   12101s      mean=0.524 LLR=+1.62 [CONTINUE]
1133 games  +358 =472 -303   +17 Elo +/- 15   3fold=358 (32%)   12104s      mean=0.524 LLR=+1.66 [CONTINUE]
1134 games  +359 =472 -303   +17 Elo +/- 15   3fold=358 (32%)   12128s      mean=0.525 LLR=+1.70 [CONTINUE]
1135 games  +359 =473 -303   +17 Elo +/- 15   3fold=359 (32%)   12131s      mean=0.525 LLR=+1.70 [CONTINUE]
1136 games  +360 =473 -303   +17 Elo +/- 15   3fold=359 (32%)   12132s      mean=0.525 LLR=+1.74 [CONTINUE]
1137 games  +361 =473 -303   +18 Elo +/- 15   3fold=359 (32%)   12160s      mean=0.526 LLR=+1.78 [CONTINUE]
1138 games  +362 =473 -303   +18 Elo +/- 15   3fold=359 (32%)   12160s      mean=0.526 LLR=+1.82 [CONTINUE]
1139 games  +363 =473 -303   +18 Elo +/- 15   3fold=359 (32%)   12165s      mean=0.526 LLR=+1.85 [CONTINUE]
1140 games  +363 =474 -303   +18 Elo +/- 15   3fold=360 (32%)   12183s      mean=0.526 LLR=+1.86 [CONTINUE]
1141 games  +364 =474 -303   +19 Elo +/- 15   3fold=360 (32%)   12191s      mean=0.527 LLR=+1.89 [CONTINUE]
1142 games  +364 =475 -303   +19 Elo +/- 15   3fold=361 (32%)   12194s      mean=0.527 LLR=+1.90 [CONTINUE]
1143 games  +364 =476 -303   +19 Elo +/- 15   3fold=361 (32%)   12217s      mean=0.527 LLR=+1.90 [CONTINUE]
1144 games  +364 =476 -304   +18 Elo +/- 15   3fold=361 (32%)   12221s      mean=0.526 LLR=+1.86 [CONTINUE]
1145 games  +365 =476 -304   +19 Elo +/- 15   3fold=361 (32%)   12223s      mean=0.527 LLR=+1.89 [CONTINUE]
1146 games  +366 =476 -304   +19 Elo +/- 15   3fold=361 (32%)   12250s      mean=0.527 LLR=+1.93 [CONTINUE]
1147 games  +366 =477 -304   +19 Elo +/- 15   3fold=362 (32%)   12255s      mean=0.527 LLR=+1.93 [CONTINUE]
1148 games  +366 =477 -305   +18 Elo +/- 15   3fold=362 (32%)   12256s      mean=0.527 LLR=+1.89 [CONTINUE]
1149 games  +366 =478 -305   +18 Elo +/- 15   3fold=363 (32%)   12285s      mean=0.527 LLR=+1.89 [CONTINUE]
1150 games  +366 =478 -306   +18 Elo +/- 15   3fold=363 (32%)   12288s      mean=0.526 LLR=+1.85 [CONTINUE]
1151 games  +366 =479 -306   +18 Elo +/- 15   3fold=364 (32%)   12291s      mean=0.526 LLR=+1.85 [CONTINUE]
1152 games  +367 =479 -306   +18 Elo +/- 15   3fold=364 (32%)   12317s      mean=0.526 LLR=+1.89 [CONTINUE]
1153 games  +367 =479 -307   +18 Elo +/- 15   3fold=364 (32%)   12324s      mean=0.526 LLR=+1.85 [CONTINUE]
1154 games  +367 =480 -307   +18 Elo +/- 15   3fold=365 (32%)   12325s      mean=0.526 LLR=+1.85 [CONTINUE]
1155 games  +368 =480 -307   +18 Elo +/- 15   3fold=365 (32%)   12348s      mean=0.526 LLR=+1.89 [CONTINUE]
1156 games  +368 =480 -308   +18 Elo +/- 15   3fold=365 (32%)   12354s      mean=0.526 LLR=+1.85 [CONTINUE]
1157 games  +369 =480 -308   +18 Elo +/- 15   3fold=365 (32%)   12361s      mean=0.526 LLR=+1.88 [CONTINUE]
1158 games  +369 =481 -308   +18 Elo +/- 15   3fold=366 (32%)   12379s      mean=0.526 LLR=+1.89 [CONTINUE]
1159 games  +370 =481 -308   +19 Elo +/- 15   3fold=366 (32%)   12382s      mean=0.527 LLR=+1.92 [CONTINUE]
1160 games  +370 =481 -309   +18 Elo +/- 15   3fold=366 (32%)   12393s      mean=0.526 LLR=+1.88 [CONTINUE]
1161 games  +370 =481 -310   +18 Elo +/- 15   3fold=366 (32%)   12413s      mean=0.526 LLR=+1.84 [CONTINUE]
1162 games  +370 =481 -311   +18 Elo +/- 15   3fold=366 (31%)   12413s      mean=0.525 LLR=+1.80 [CONTINUE]
1163 games  +370 =482 -311   +18 Elo +/- 15   3fold=367 (32%)   12426s      mean=0.525 LLR=+1.80 [CONTINUE]
1164 games  +370 =483 -311   +18 Elo +/- 15   3fold=368 (32%)   12441s      mean=0.525 LLR=+1.80 [CONTINUE]
1165 games  +371 =483 -311   +18 Elo +/- 15   3fold=368 (32%)   12442s      mean=0.526 LLR=+1.84 [CONTINUE]
1166 games  +372 =483 -311   +18 Elo +/- 15   3fold=368 (32%)   12458s      mean=0.526 LLR=+1.88 [CONTINUE]
1167 games  +372 =484 -311   +18 Elo +/- 15   3fold=369 (32%)   12463s      mean=0.526 LLR=+1.88 [CONTINUE]
1168 games  +372 =485 -311   +18 Elo +/- 15   3fold=370 (32%)   12479s      mean=0.526 LLR=+1.88 [CONTINUE]
1169 games  +372 =486 -311   +18 Elo +/- 15   3fold=371 (32%)   12488s      mean=0.526 LLR=+1.88 [CONTINUE]
1170 games  +372 =487 -311   +18 Elo +/- 15   3fold=372 (32%)   12493s      mean=0.526 LLR=+1.88 [CONTINUE]
1171 games  +372 =488 -311   +18 Elo +/- 15   3fold=373 (32%)   12511s      mean=0.526 LLR=+1.88 [CONTINUE]
1172 games  +372 =489 -311   +18 Elo +/- 15   3fold=374 (32%)   12512s      mean=0.526 LLR=+1.89 [CONTINUE]
1173 games  +372 =489 -312   +18 Elo +/- 15   3fold=374 (32%)   12525s      mean=0.526 LLR=+1.84 [CONTINUE]
1174 games  +372 =490 -312   +18 Elo +/- 15   3fold=375 (32%)   12541s      mean=0.526 LLR=+1.85 [CONTINUE]
1175 games  +372 =490 -313   +17 Elo +/- 15   3fold=375 (32%)   12550s      mean=0.525 LLR=+1.80 [CONTINUE]
1176 games  +372 =490 -314   +17 Elo +/- 15   3fold=375 (32%)   12560s      mean=0.525 LLR=+1.76 [CONTINUE]
1177 games  +373 =490 -314   +17 Elo +/- 15   3fold=375 (32%)   12576s      mean=0.525 LLR=+1.80 [CONTINUE]
1178 games  +374 =490 -314   +18 Elo +/- 15   3fold=375 (32%)   12590s      mean=0.525 LLR=+1.84 [CONTINUE]
1179 games  +374 =491 -314   +18 Elo +/- 15   3fold=375 (32%)   12590s      mean=0.525 LLR=+1.84 [CONTINUE]
1180 games  +374 =492 -314   +18 Elo +/- 15   3fold=376 (32%)   12601s      mean=0.525 LLR=+1.84 [CONTINUE]
1181 games  +374 =492 -315   +17 Elo +/- 15   3fold=376 (32%)   12617s      mean=0.525 LLR=+1.80 [CONTINUE]
1182 games  +374 =492 -316   +17 Elo +/- 15   3fold=376 (32%)   12625s      mean=0.525 LLR=+1.76 [CONTINUE]
1183 games  +375 =492 -316   +17 Elo +/- 15   3fold=376 (32%)   12631s      mean=0.525 LLR=+1.80 [CONTINUE]
1184 games  +375 =492 -317   +17 Elo +/- 15   3fold=376 (32%)   12647s      mean=0.524 LLR=+1.75 [CONTINUE]
1185 games  +375 =493 -317   +17 Elo +/- 15   3fold=377 (32%)   12654s      mean=0.524 LLR=+1.76 [CONTINUE]
1186 games  +375 =493 -318   +17 Elo +/- 15   3fold=377 (32%)   12662s      mean=0.524 LLR=+1.71 [CONTINUE]
1187 games  +375 =494 -318   +17 Elo +/- 15   3fold=377 (32%)   12681s      mean=0.524 LLR=+1.72 [CONTINUE]
1188 games  +376 =494 -318   +17 Elo +/- 15   3fold=377 (32%)   12687s      mean=0.524 LLR=+1.75 [CONTINUE]
1189 games  +377 =494 -318   +17 Elo +/- 15   3fold=377 (32%)   12692s      mean=0.525 LLR=+1.79 [CONTINUE]
1190 games  +377 =495 -318   +17 Elo +/- 15   3fold=378 (32%)   12706s      mean=0.525 LLR=+1.79 [CONTINUE]
1191 games  +378 =495 -318   +18 Elo +/- 15   3fold=378 (32%)   12727s      mean=0.525 LLR=+1.83 [CONTINUE]
1192 games  +378 =496 -318   +18 Elo +/- 15   3fold=379 (32%)   12730s      mean=0.525 LLR=+1.83 [CONTINUE]
1193 games  +378 =497 -318   +17 Elo +/- 15   3fold=380 (32%)   12730s      mean=0.525 LLR=+1.83 [CONTINUE]
1194 games  +379 =497 -318   +18 Elo +/- 15   3fold=380 (32%)   12762s      mean=0.526 LLR=+1.87 [CONTINUE]
1195 games  +380 =497 -318   +18 Elo +/- 15   3fold=380 (32%)   12767s      mean=0.526 LLR=+1.91 [CONTINUE]
1196 games  +380 =498 -318   +18 Elo +/- 15   3fold=381 (32%)   12767s      mean=0.526 LLR=+1.91 [CONTINUE]
1197 games  +380 =499 -318   +18 Elo +/- 15   3fold=381 (32%)   12797s      mean=0.526 LLR=+1.91 [CONTINUE]
1198 games  +380 =499 -319   +18 Elo +/- 15   3fold=381 (32%)   12798s      mean=0.525 LLR=+1.87 [CONTINUE]
1199 games  +380 =499 -320   +17 Elo +/- 15   3fold=381 (32%)   12806s      mean=0.525 LLR=+1.83 [CONTINUE]
1200 games  +380 =499 -321   +17 Elo +/- 15   3fold=381 (32%)   12832s      mean=0.525 LLR=+1.79 [CONTINUE]
1201 games  +381 =499 -321   +17 Elo +/- 15   3fold=381 (32%)   12832s      mean=0.525 LLR=+1.83 [CONTINUE]
1202 games  +381 =499 -322   +17 Elo +/- 15   3fold=381 (32%)   12835s      mean=0.525 LLR=+1.79 [CONTINUE]
1203 games  +382 =499 -322   +17 Elo +/- 15   3fold=381 (32%)   12859s      mean=0.525 LLR=+1.82 [CONTINUE]
1204 games  +382 =500 -322   +17 Elo +/- 15   3fold=382 (32%)   12860s      mean=0.525 LLR=+1.82 [CONTINUE]
1205 games  +382 =501 -322   +17 Elo +/- 15   3fold=383 (32%)   12863s      mean=0.525 LLR=+1.83 [CONTINUE]
1206 games  +383 =501 -322   +18 Elo +/- 15   3fold=383 (32%)   12894s      mean=0.525 LLR=+1.86 [CONTINUE]
1207 games  +383 =502 -322   +18 Elo +/- 15   3fold=383 (32%)   12898s      mean=0.525 LLR=+1.86 [CONTINUE]
1208 games  +383 =502 -323   +17 Elo +/- 15   3fold=383 (32%)   12899s      mean=0.525 LLR=+1.82 [CONTINUE]
1209 games  +383 =503 -323   +17 Elo +/- 15   3fold=383 (32%)   12923s      mean=0.525 LLR=+1.82 [CONTINUE]
1210 games  +384 =503 -323   +18 Elo +/- 15   3fold=383 (32%)   12928s      mean=0.525 LLR=+1.86 [CONTINUE]
1211 games  +385 =503 -323   +18 Elo +/- 15   3fold=383 (32%)   12930s      mean=0.526 LLR=+1.90 [CONTINUE]
1212 games  +385 =504 -323   +18 Elo +/- 15   3fold=384 (32%)   12949s      mean=0.526 LLR=+1.90 [CONTINUE]
1213 games  +386 =504 -323   +18 Elo +/- 15   3fold=384 (32%)   12967s      mean=0.526 LLR=+1.94 [CONTINUE]
1214 games  +386 =505 -323   +18 Elo +/- 15   3fold=384 (32%)   12968s      mean=0.526 LLR=+1.94 [CONTINUE]
1215 games  +386 =506 -323   +18 Elo +/- 15   3fold=385 (32%)   12980s      mean=0.526 LLR=+1.94 [CONTINUE]
1216 games  +386 =507 -323   +18 Elo +/- 15   3fold=385 (32%)   13002s      mean=0.526 LLR=+1.94 [CONTINUE]
1217 games  +386 =508 -323   +18 Elo +/- 15   3fold=385 (32%)   13004s      mean=0.526 LLR=+1.94 [CONTINUE]
1218 games  +386 =509 -323   +18 Elo +/- 15   3fold=386 (32%)   13007s      mean=0.526 LLR=+1.95 [CONTINUE]
1219 games  +386 =509 -324   +18 Elo +/- 15   3fold=386 (32%)   13034s      mean=0.525 LLR=+1.90 [CONTINUE]
1220 games  +387 =509 -324   +18 Elo +/- 15   3fold=386 (32%)   13037s      mean=0.526 LLR=+1.94 [CONTINUE]
1221 games  +387 =510 -324   +18 Elo +/- 15   3fold=386 (32%)   13050s      mean=0.526 LLR=+1.94 [CONTINUE]
1222 games  +387 =511 -324   +18 Elo +/- 15   3fold=387 (32%)   13062s      mean=0.526 LLR=+1.95 [CONTINUE]
1223 games  +387 =511 -325   +18 Elo +/- 15   3fold=387 (32%)   13071s      mean=0.525 LLR=+1.90 [CONTINUE]
1224 games  +387 =511 -326   +17 Elo +/- 15   3fold=387 (32%)   13084s      mean=0.525 LLR=+1.86 [CONTINUE]
1225 games  +387 =511 -327   +17 Elo +/- 15   3fold=387 (32%)   13102s      mean=0.524 LLR=+1.82 [CONTINUE]
1226 games  +387 =512 -327   +17 Elo +/- 15   3fold=388 (32%)   13105s      mean=0.524 LLR=+1.82 [CONTINUE]
1227 games  +387 =513 -327   +17 Elo +/- 15   3fold=389 (32%)   13116s      mean=0.524 LLR=+1.82 [CONTINUE]
1228 games  +387 =513 -328   +17 Elo +/- 15   3fold=389 (32%)   13127s      mean=0.524 LLR=+1.78 [CONTINUE]
1229 games  +388 =513 -328   +17 Elo +/- 15   3fold=389 (32%)   13134s      mean=0.524 LLR=+1.82 [CONTINUE]
1230 games  +388 =514 -328   +17 Elo +/- 15   3fold=389 (32%)   13157s      mean=0.524 LLR=+1.82 [CONTINUE]
1231 games  +388 =515 -328   +17 Elo +/- 15   3fold=390 (32%)   13157s      mean=0.524 LLR=+1.82 [CONTINUE]
1232 games  +389 =515 -328   +17 Elo +/- 15   3fold=390 (32%)   13168s      mean=0.525 LLR=+1.86 [CONTINUE]
1233 games  +389 =516 -328   +17 Elo +/- 15   3fold=391 (32%)   13180s      mean=0.525 LLR=+1.86 [CONTINUE]
1234 games  +390 =516 -328   +17 Elo +/- 15   3fold=391 (32%)   13188s      mean=0.525 LLR=+1.90 [CONTINUE]
1235 games  +390 =516 -329   +17 Elo +/- 15   3fold=391 (32%)   13204s      mean=0.525 LLR=+1.86 [CONTINUE]
1236 games  +390 =516 -330   +17 Elo +/- 15   3fold=391 (32%)   13215s      mean=0.524 LLR=+1.82 [CONTINUE]
1237 games  +390 =517 -330   +17 Elo +/- 15   3fold=392 (32%)   13215s      mean=0.524 LLR=+1.82 [CONTINUE]
1238 games  +391 =517 -330   +17 Elo +/- 15   3fold=392 (32%)   13240s      mean=0.525 LLR=+1.86 [CONTINUE]
1239 games  +392 =517 -330   +17 Elo +/- 15   3fold=392 (32%)   13247s      mean=0.525 LLR=+1.89 [CONTINUE]
1240 games  +392 =518 -330   +17 Elo +/- 15   3fold=393 (32%)   13249s      mean=0.525 LLR=+1.90 [CONTINUE]
1241 games  +393 =518 -330   +18 Elo +/- 15   3fold=393 (32%)   13271s      mean=0.525 LLR=+1.93 [CONTINUE]
1242 games  +394 =518 -330   +18 Elo +/- 15   3fold=393 (32%)   13276s      mean=0.526 LLR=+1.97 [CONTINUE]
1243 games  +394 =519 -330   +18 Elo +/- 15   3fold=394 (32%)   13281s      mean=0.526 LLR=+1.97 [CONTINUE]
1244 games  +395 =519 -330   +18 Elo +/- 15   3fold=394 (32%)   13304s      mean=0.526 LLR=+2.01 [CONTINUE]
1245 games  +395 =520 -330   +18 Elo +/- 15   3fold=394 (32%)   13305s      mean=0.526 LLR=+2.01 [CONTINUE]
1246 games  +395 =521 -330   +18 Elo +/- 15   3fold=395 (32%)   13318s      mean=0.526 LLR=+2.01 [CONTINUE]
1247 games  +396 =521 -330   +18 Elo +/- 15   3fold=395 (32%)   13331s      mean=0.526 LLR=+2.05 [CONTINUE]
1248 games  +396 =521 -331   +18 Elo +/- 15   3fold=395 (32%)   13335s      mean=0.526 LLR=+2.01 [CONTINUE]
1249 games  +396 =521 -332   +18 Elo +/- 15   3fold=395 (32%)   13352s      mean=0.526 LLR=+1.97 [CONTINUE]
1250 games  +397 =521 -332   +18 Elo +/- 15   3fold=395 (32%)   13370s      mean=0.526 LLR=+2.01 [CONTINUE]
1251 games  +397 =522 -332   +18 Elo +/- 15   3fold=395 (32%)   13373s      mean=0.526 LLR=+2.01 [CONTINUE]
1252 games  +397 =523 -332   +18 Elo +/- 15   3fold=396 (32%)   13381s      mean=0.526 LLR=+2.01 [CONTINUE]
1253 games  +397 =524 -332   +18 Elo +/- 15   3fold=396 (32%)   13403s      mean=0.526 LLR=+2.01 [CONTINUE]
1254 games  +397 =525 -332   +18 Elo +/- 15   3fold=397 (32%)   13409s      mean=0.526 LLR=+2.01 [CONTINUE]
